Infnr,Ekorg,Esokz,Werks,Loekz,Waers,Aplfz,Netpr,Peinh,Effpr
5300000062,Z100,0,3000,false,ZAR,142.000,171671.20,1.000,176821.34
5300000063,Z100,0,2000,false,ZAR,42.000,30900.39,1.000,31827.40
5300000064,Z100,0,2000,false,ZAR,22.000,57426.86,1.000,59149.67
5300000065,Z100,0,3000,false,ZAR,41.000,120694.55,1.000,124315.39
5300000066,Z100,0,4000,false,ZAR,48.000,44382.51,1.000,45713.99
5300000067,Z100,0,2000,false,ZAR,102.000,125969.00,1.000,129748.07
5300000068,Z100,0,1000,false,ZAR,55.000,8717.21,1.000,8978.73
5300000069,Z100,0,3000,false,ZAR,122.000,62821.33,1.000,64705.97
5300000070,Z100,0,1000,false,ZAR,11.000,70536.99,1.000,72653.10
5300000071,Z100,0,3000,false,ZAR,28.000,157862.55,1.000,162598.43
5300000072,Z100,0,2000,false,ZAR,49.000,85000.70,1.000,87550.72
5300000073,Z100,0,3000,false,ZAR,23.000,105872.41,1.000,109048.58
5300000074,Z100,0,3000,false,ZAR,31.000,72512.54,1.000,74687.92
5300000075,Z100,0,2000,false,ZAR,127.000,95754.56,1.000,98627.20
5300000076,Z100,0,4000,false,ZAR,17.000,293211.80,1.000,302008.15
5300000077,Z100,0,2000,false,ZAR,82.000,148516.20,1.000,152971.69
5300000078,Z100,0,3000,false,ZAR,16.000,261321.02,1.000,269160.65
5300000079,Z100,0,2000,false,ZAR,51.000,267423.46,1.000,275446.16
5300000080,Z100,0,3000,false,ZAR,45.000,30657.07,1.000,31576.78
5300000081,Z100,0,1000,false,ZAR,39.000,169917.93,1.000,175015.47
5300000082,Z100,0,2000,false,ZAR,24.000,158601.67,1.000,163359.72
5300000083,Z100,0,2000,false,ZAR,14.000,96509.10,1.000,99404.37
5300000084,Z100,0,1000,false,ZAR,86.000,509259.97,1.000,524537.77
5300000085,Z100,0,3000,false,ZAR,30.000,114947.78,1.000,118396.21
5300000086,Z100,0,3000,false,ZAR,30.000,18646.64,1.000,19206.04
5300000087,Z100,0,3000,false,ZAR,37.000,605474.11,1.000,623638.33
5300000088,Z100,0,2000,false,ZAR,7.000,155135.65,1.000,159789.72
5300000089,Z100,0,1000,false,ZAR,131.000,607599.20,1.000,625827.18
5300000090,Z100,0,2000,false,ZAR,39.000,124500.55,1.000,128235.57
5300000091,Z100,0,1000,false,ZAR,15.000,147792.29,1.000,152226.06
5300000092,Z100,0,4000,false,ZAR,77.000,102020.70,1.000,105081.32
5300000093,Z100,0,4000,false,ZAR,56.000,56865.03,1.000,58570.98
5300000094,Z100,0,1000,false,ZAR,31.000,118103.76,1.000,121646.87
5300000095,Z100,0,2000,false,ZAR,71.000,82269.64,1.000,84737.73
5300000096,Z100,0,2000,false,ZAR,43.000,80587.66,1.000,83005.29
5300000097,Z100,0,1000,false,ZAR,124.000,315823.59,1.000,325298.30
5300000098,Z100,0,2000,false,ZAR,16.000,115819.28,1.000,119293.86
5300000099,Z100,0,1000,false,ZAR,49.000,137745.75,1.000,141878.12
5300000100,Z100,0,1000,false,ZAR,39.000,103791.96,1.000,106905.72
5300000101,Z100,0,1000,false,ZAR,51.000,52467.93,1.000,54041.97
5300000102,Z100,0,3000,false,ZAR,25.000,383683.64,1.000,395194.15
5300000103,Z100,0,2000,false,ZAR,50.000,145511.41,1.000,149876.75
5300000104,Z100,0,2000,false,ZAR,130.000,29939.75,1.000,30837.94
5300000105,Z100,0,1000,false,ZAR,93.000,26397.77,1.000,27189.70
5300000106,Z100,0,1000,false,ZAR,107.000,464639.59,1.000,478578.78
5300000107,Z100,0,4000,false,ZAR,38.000,154156.10,1.000,158780.78
5300000108,Z100,0,1000,false,ZAR,33.000,387295.47,1.000,398914.33
5300000109,Z100,0,3000,false,ZAR,69.000,40428.71,1.000,41641.57
5300000110,Z100,0,2000,false,ZAR,127.000,127821.47,1.000,131656.11
5300000111,Z100,0,3000,false,ZAR,42.000,73632.40,1.000,75841.37
5300000112,Z100,0,3000,false,ZAR,219.000,60049.39,1.000,61850.87
5300000113,Z100,0,4000,false,ZAR,31.000,60879.67,1.000,62706.06
5300000114,Z100,0,4000,false,ZAR,25.000,40190.47,1.000,41396.18
5300000115,Z100,0,2000,false,ZAR,28.000,21317.38,1.000,21956.90
5300000116,Z100,0,2000,false,ZAR,58.000,170874.23,1.000,176000.46
5300000117,Z100,0,1000,false,ZAR,140.000,707854.65,1.000,729090.29
5300000118,Z100,0,3000,false,ZAR,129.000,508663.41,1.000,523923.31
5300000119,Z100,0,1000,false,ZAR,11.000,66569.03,1.000,68566.10
5300000120,Z100,0,2000,false,ZAR,102.000,33950.16,1.000,34968.66
5300000121,Z100,0,2000,false,ZAR,135.000,61985.29,1.000,63844.85
5300000122,Z100,0,1000,false,ZAR,109.000,589086.68,1.000,606759.28
5300000123,Z100,0,1000,false,ZAR,78.000,80533.64,1.000,82949.65
5300000124,Z100,0,4000,false,ZAR,18.000,135754.28,1.000,139826.91
5300000125,Z100,0,3000,false,ZAR,127.000,712300.70,1.000,733669.72
5300000126,Z100,0,1000,false,ZAR,43.000,159795.77,1.000,164589.64
5300000127,Z100,0,4000,false,ZAR,136.000,66391.32,1.000,68383.06
5300000128,Z100,0,4000,false,ZAR,76.000,99851.41,1.000,102846.95
5300000129,Z100,0,3000,false,ZAR,118.000,42650.72,1.000,43930.24
5300000130,Z100,0,1000,false,ZAR,92.000,225261.96,1.000,232019.82
5300000131,Z100,0,4000,false,ZAR,116.000,65355.52,1.000,67316.19
5300000132,Z100,0,4000,false,ZAR,60.000,101530.17,1.000,104576.08
5300000133,Z100,0,2000,false,ZAR,134.000,35163.00,1.000,36217.89
5300000134,Z100,0,2000,false,ZAR,50.000,107075.98,1.000,110288.26
5300000135,Z100,0,1000,false,ZAR,47.000,18343.39,1.000,18893.69
5300000136,Z100,0,1000,false,ZAR,209.000,20564.12,1.000,21181.04
5300000137,Z100,0,3000,false,ZAR,217.000,829905.84,1.000,854803.02
5300000138,Z100,0,3000,false,ZAR,81.000,62580.58,1.000,64458.00
5300000139,Z100,0,2000,false,ZAR,50.000,7235.89,1.000,7452.97
5300000140,Z100,0,2000,false,ZAR,132.000,318403.20,1.000,327955.30
5300000141,Z100,0,4000,false,ZAR,25.000,62232.69,1.000,64099.67
5300000142,Z100,0,1000,false,ZAR,42.000,176879.73,1.000,182186.12
5300000143,Z100,0,1000,false,ZAR,19.000,46404.49,1.000,47796.62
5300000144,Z100,0,2000,false,ZAR,29.000,297331.62,1.000,306251.57
5300000145,Z100,0,3000,false,ZAR,74.000,66741.71,1.000,68743.96
5300000146,Z100,0,1000,false,ZAR,12.000,14828.64,1.000,15273.50
5300000147,Z100,0,4000,false,ZAR,58.000,84405.07,1.000,86937.22
5300000148,Z100,0,4000,false,ZAR,35.000,430823.20,1.000,443747.90
5300000149,Z100,0,3000,false,ZAR,132.000,51791.11,1.000,53344.84
5300000150,Z100,0,3000,false,ZAR,46.000,167071.51,1.000,172083.66
5300000151,Z100,0,3000,false,ZAR,32.000,106158.49,1.000,109343.24
5300000152,Z100,0,2000,false,ZAR,10.000,6603.55,1.000,6801.66
5300000153,Z100,0,2000,false,ZAR,132.000,619452.97,1.000,638036.56
5300000154,Z100,0,4000,false,ZAR,161.000,40350.25,1.000,41560.76
5300000155,Z100,0,4000,false,ZAR,60.000,345173.92,1.000,355529.14
5300000156,Z100,0,4000,false,ZAR,33.000,135151.24,1.000,139205.78
5300000157,Z100,0,3000,false,ZAR,58.000,89780.03,1.000,92473.43
5300000158,Z100,0,1000,false,ZAR,143.000,408108.67,1.000,420351.93
5300000159,Z100,0,3000,false,ZAR,37.000,46377.17,1.000,47768.49
5300000160,Z100,0,3000,false,ZAR,31.000,108238.31,1.000,111485.46
5300000161,Z100,0,2000,false,ZAR,16.000,37358.44,1.000,38479.19
5300000162,Z100,0,2000,false,ZAR,41.000,70118.84,1.000,72222.41
5300000163,Z100,0,4000,false,ZAR,113.000,8661.24,1.000,8921.08
5300000164,Z100,0,4000,false,ZAR,139.000,563780.99,1.000,580694.42
5300000165,Z100,0,1000,false,ZAR,74.000,19733.40,1.000,20325.40
5300000166,Z100,0,1000,false,ZAR,120.000,94055.54,1.000,96877.21
5300000167,Z100,0,4000,false,ZAR,93.000,9147.63,1.000,9422.06
5300000168,Z100,0,3000,false,ZAR,128.000,427574.02,1.000,440401.24
5300000169,Z100,0,4000,false,ZAR,9.000,19797.45,1.000,20391.37
5300000170,Z100,0,1000,false,ZAR,27.000,78671.44,1.000,81031.58
5300000171,Z100,0,4000,false,ZAR,21.000,76129.41,1.000,78413.29
5300000172,Z100,0,3000,false,ZAR,109.000,48281.09,1.000,49729.52
5300000173,Z100,0,2000,false,ZAR,35.000,132982.70,1.000,136972.18
5300000174,Z100,0,1000,false,ZAR,132.000,137161.74,1.000,141276.59
5300000175,Z100,0,4000,false,ZAR,151.000,397340.52,1.000,409260.74
5300000176,Z100,0,4000,false,ZAR,60.000,74866.46,1.000,77112.45
5300000177,Z100,0,3000,false,ZAR,31.000,277341.39,1.000,285661.63
5300000178,Z100,0,3000,false,ZAR,13.000,121447.82,1.000,125091.25
5300000179,Z100,0,1000,false,ZAR,7.000,2744.87,1.000,2827.22
5300000180,Z100,0,1000,false,ZAR,54.000,121027.79,1.000,124658.62
5300000181,Z100,0,1000,false,ZAR,22.000,120439.26,1.000,124052.44
5300000182,Z100,0,2000,false,ZAR,209.000,195556.31,1.000,201423.00
5300000183,Z100,0,2000,false,ZAR,124.000,127498.89,1.000,131323.86
5300000184,Z100,0,3000,false,ZAR,178.000,146227.18,1.000,150614.00
5300000185,Z100,0,1000,false,ZAR,21.000,42315.46,1.000,43584.92
5300000186,Z100,0,2000,false,ZAR,39.000,1638.73,1.000,1687.89
5300000187,Z100,0,3000,false,ZAR,42.000,17129.64,1.000,17643.53
5300000188,Z100,0,1000,false,ZAR,99.000,4034.59,1.000,4155.63
5300000189,Z100,0,4000,false,ZAR,10.000,56124.69,1.000,57808.43
5300000190,Z100,0,3000,false,ZAR,27.000,406845.28,1.000,419050.64
5300000191,Z100,0,2000,false,ZAR,19.000,252840.23,1.000,260425.44
5300000192,Z100,0,3000,false,ZAR,49.000,4901.63,1.000,5048.68
5300000193,Z100,0,4000,false,ZAR,83.000,75203.60,1.000,77459.71
5300000194,Z100,0,2000,false,ZAR,33.000,147136.20,1.000,151550.29
5300000195,Z100,0,3000,false,ZAR,25.000,53677.07,1.000,55287.38
5300000196,Z100,0,1000,false,ZAR,45.000,21068.91,1.000,21700.98
5300000197,Z100,0,4000,false,ZAR,12.000,10622.64,1.000,10941.32
5300000198,Z100,0,4000,false,ZAR,149.000,503947.73,1.000,519066.16
5300000199,Z100,0,1000,false,ZAR,46.000,118309.92,1.000,121859.22
5300000200,Z100,0,4000,false,ZAR,11.000,4001.79,1.000,4121.84
5300000201,Z100,0,3000,false,ZAR,55.000,68579.36,1.000,70636.74
5300000202,Z100,0,3000,false,ZAR,27.000,132605.55,1.000,136583.72
5300000203,Z100,0,2000,false,ZAR,52.000,21511.68,1.000,22157.03
5300000204,Z100,0,1000,false,ZAR,59.000,3993.58,1.000,4113.39
5300000205,Z100,0,3000,false,ZAR,129.000,281382.29,1.000,289823.76
5300000206,Z100,0,1000,false,ZAR,8.000,102601.11,1.000,105679.14
5300000207,Z100,0,2000,false,ZAR,9.000,97842.97,1.000,100778.26
5300000208,Z100,0,4000,false,ZAR,12.000,291484.52,1.000,300229.06
5300000209,Z100,0,3000,false,ZAR,72.000,170834.36,1.000,175959.39
5300000210,Z100,0,1000,false,ZAR,52.000,108312.80,1.000,111562.18
5300000211,Z100,0,3000,false,ZAR,16.000,67627.30,1.000,69656.12
5300000212,Z100,0,1000,false,ZAR,68.000,623550.12,1.000,642256.62
5300000213,Z100,0,3000,false,ZAR,45.000,10928.01,1.000,11255.85
5300000214,Z100,0,2000,false,ZAR,78.000,4970.38,1.000,5119.49
5300000215,Z100,0,3000,false,ZAR,77.000,180818.49,1.000,186243.04
5300000216,Z100,0,2000,false,ZAR,51.000,61493.77,1.000,63338.58
5300000217,Z100,0,1000,false,ZAR,9.000,9038.74,1.000,9309.90
5300000218,Z100,0,3000,false,ZAR,12.000,16899.61,1.000,17406.60
5300000219,Z100,0,4000,false,ZAR,30.000,172612.44,1.000,177790.81
5300000220,Z100,0,1000,false,ZAR,174.000,180484.86,1.000,185899.41
5300000221,Z100,0,1000,false,ZAR,57.000,151172.77,1.000,155707.95
5300000222,Z100,0,3000,false,ZAR,52.000,306271.14,1.000,315459.27
5300000223,Z100,0,4000,false,ZAR,35.000,289613.67,1.000,298302.08
5300000224,Z100,0,3000,false,ZAR,121.000,79183.98,1.000,81559.50
5300000225,Z100,0,2000,false,ZAR,35.000,21383.83,1.000,22025.34
5300000226,Z100,0,3000,false,ZAR,138.000,753637.67,1.000,776246.80
5300000227,Z100,0,2000,false,ZAR,82.000,452128.60,1.000,465692.46
5300000228,Z100,0,1000,false,ZAR,86.000,5156.63,1.000,5311.33
5300000229,Z100,0,1000,false,ZAR,60.000,8911.20,1.000,9178.54
5300000230,Z100,0,4000,false,ZAR,25.000,11732.58,1.000,12084.56
5300000231,Z100,0,3000,false,ZAR,52.000,74814.91,1.000,77059.36
5300000232,Z100,0,1000,false,ZAR,131.000,698077.49,1.000,719019.81
5300000233,Z100,0,4000,false,ZAR,146.000,118308.75,1.000,121858.01
5300000234,Z100,0,4000,false,ZAR,37.000,120890.79,1.000,124517.51
5300000235,Z100,0,3000,false,ZAR,109.000,74498.00,1.000,76732.94
5300000236,Z100,0,4000,false,ZAR,141.000,74507.21,1.000,76742.43
5300000237,Z100,0,1000,false,ZAR,54.000,390035.74,1.000,401736.81
5300000238,Z100,0,2000,false,ZAR,58.000,19853.59,1.000,20449.20
5300000239,Z100,0,3000,false,ZAR,52.000,13537.48,1.000,13943.60
5300000240,Z100,0,2000,false,ZAR,178.000,639536.10,1.000,658722.18
5300000241,Z100,0,2000,false,ZAR,20.000,41184.19,1.000,42419.72
5300000242,Z100,0,2000,false,ZAR,54.000,66558.14,1.000,68554.88
5300000243,Z100,0,2000,false,ZAR,128.000,81358.07,1.000,83798.81
5300000244,Z100,0,1000,false,ZAR,32.000,10541.76,1.000,10858.01
5300000245,Z100,0,3000,false,ZAR,57.000,208702.13,1.000,214963.19
5300000246,Z100,0,2000,false,ZAR,19.000,177534.60,1.000,182860.64
5300000247,Z100,0,3000,false,ZAR,58.000,123594.82,1.000,127302.66
5300000248,Z100,0,4000,false,ZAR,43.000,354348.79,1.000,364979.25
5300000249,Z100,0,4000,false,ZAR,37.000,13574.11,1.000,13981.33
5300000250,Z100,0,1000,false,ZAR,44.000,2920.14,1.000,3007.74
5300000251,Z100,0,3000,false,ZAR,94.000,6168.58,1.000,6353.64
5300000252,Z100,0,4000,false,ZAR,15.000,121607.78,1.000,125256.01
5300000253,Z100,0,1000,false,ZAR,31.000,17492.97,1.000,18017.76
5300000254,Z100,0,2000,false,ZAR,50.000,24891.07,1.000,25637.80
5300000255,Z100,0,2000,false,ZAR,210.000,161969.41,1.000,166828.49
5300000256,Z100,0,4000,false,ZAR,34.000,461931.69,1.000,475789.64
5300000257,Z100,0,3000,false,ZAR,58.000,93577.43,1.000,96384.75
5300000258,Z100,0,1000,false,ZAR,58.000,46607.51,1.000,48005.74
5300000259,Z100,0,2000,false,ZAR,47.000,59569.28,1.000,61356.36
5300000260,Z100,0,3000,false,ZAR,58.000,76827.23,1.000,79132.05
5300000261,Z100,0,1000,false,ZAR,8.000,73483.96,1.000,75688.48
5300000262,Z100,0,4000,false,ZAR,35.000,110441.15,1.000,113754.38
5300000263,Z100,0,3000,false,ZAR,136.000,271734.46,1.000,279886.49
5300000264,Z100,0,3000,false,ZAR,146.000,104170.04,1.000,107295.14
5300000265,Z100,0,2000,false,ZAR,94.000,113580.70,1.000,116988.12
5300000266,Z100,0,3000,false,ZAR,40.000,140719.98,1.000,144941.58
5300000267,Z100,0,2000,false,ZAR,37.000,32377.63,1.000,33348.96
5300000268,Z100,0,2000,false,ZAR,40.000,405436.93,1.000,417600.04
5300000269,Z100,0,1000,false,ZAR,58.000,50687.68,1.000,52208.31
5300000270,Z100,0,3000,false,ZAR,19.000,52029.34,1.000,53590.22
5300000271,Z100,0,2000,false,ZAR,50.000,104249.50,1.000,107376.99
5300000272,Z100,0,4000,false,ZAR,37.000,115564.77,1.000,119031.71
5300000273,Z100,0,4000,false,ZAR,48.000,89878.61,1.000,92574.97
5300000274,Z100,0,1000,false,ZAR,27.000,24952.36,1.000,25700.93
5300000275,Z100,0,3000,false,ZAR,46.000,112947.06,1.000,116335.47
5300000276,Z100,0,3000,false,ZAR,42.000,120339.78,1.000,123949.97
5300000277,Z100,0,2000,false,ZAR,36.000,60545.75,1.000,62362.12
5300000278,Z100,0,3000,false,ZAR,43.000,68028.64,1.000,70069.50
5300000279,Z100,0,4000,false,ZAR,79.000,97173.27,1.000,100088.47
5300000280,Z100,0,1000,false,ZAR,30.000,135375.78,1.000,139437.05
5300000281,Z100,0,3000,false,ZAR,116.000,163055.33,1.000,167946.99
5300000282,Z100,0,3000,false,ZAR,89.000,98871.55,1.000,101837.70
5300000283,Z100,0,4000,false,ZAR,43.000,130471.59,1.000,134385.74
5300000284,Z100,0,3000,false,ZAR,54.000,47795.09,1.000,49228.94
5300000285,Z100,0,3000,false,ZAR,21.000,93121.25,1.000,95914.89
5300000286,Z100,0,3000,false,ZAR,21.000,213576.29,1.000,219983.58
5300000287,Z100,0,1000,false,ZAR,86.000,113246.13,1.000,116643.51
5300000288,Z100,0,4000,false,ZAR,59.000,166163.16,1.000,171148.05
5300000289,Z100,0,4000,false,ZAR,41.000,294955.44,1.000,303804.10
5300000290,Z100,0,1000,false,ZAR,94.000,157749.47,1.000,162481.95
5300000291,Z100,0,4000,false,ZAR,38.000,21893.25,1.000,22550.05
5300000292,Z100,0,4000,false,ZAR,63.000,79385.43,1.000,81766.99
5300000293,Z100,0,1000,false,ZAR,143.000,408742.44,1.000,421004.71
5300000294,Z100,0,3000,false,ZAR,118.000,761115.64,1.000,783949.11
5300000295,Z100,0,4000,false,ZAR,134.000,224553.95,1.000,231290.57
5300000296,Z100,0,4000,false,ZAR,45.000,13905.10,1.000,14322.25
5300000297,Z100,0,3000,false,ZAR,126.000,67911.42,1.000,69948.76
5300000298,Z100,0,3000,false,ZAR,37.000,62533.06,1.000,64409.05
5300000299,Z100,0,2000,false,ZAR,147.000,68407.57,1.000,70459.80
5300000300,Z100,0,2000,false,ZAR,114.000,161932.37,1.000,166790.34
5300000301,Z100,0,4000,false,ZAR,127.000,311736.36,1.000,321088.45
5300000302,Z100,0,4000,false,ZAR,19.000,11368.42,1.000,11709.47
5300000303,Z100,0,2000,false,ZAR,17.000,68103.53,1.000,70146.64
5300000304,Z100,0,4000,false,ZAR,87.000,104018.65,1.000,107139.21
5300000305,Z100,0,2000,false,ZAR,187.000,784509.41,1.000,808044.69
5300000306,Z100,0,2000,false,ZAR,68.000,170846.58,1.000,175971.98
5300000307,Z100,0,3000,false,ZAR,95.000,53558.35,1.000,55165.10
5300000308,Z100,0,1000,false,ZAR,177.000,142971.65,1.000,147260.80
5300000309,Z100,0,2000,false,ZAR,33.000,19725.01,1.000,20316.76
5300000310,Z100,0,3000,false,ZAR,89.000,195287.35,1.000,201145.97
5300000311,Z100,0,3000,false,ZAR,17.000,99176.46,1.000,102151.75
5300000312,Z100,0,1000,false,ZAR,49.000,74295.97,1.000,76524.85
5300000313,Z100,0,3000,false,ZAR,21.000,58194.48,1.000,59940.31
5300000314,Z100,0,3000,false,ZAR,84.000,202972.40,1.000,209061.57
5300000315,Z100,0,3000,false,ZAR,22.000,26538.52,1.000,27334.68
5300000316,Z100,0,1000,false,ZAR,51.000,15416.02,1.000,15878.50
5300000317,Z100,0,4000,false,ZAR,34.000,166462.49,1.000,171456.36
5300000318,Z100,0,4000,false,ZAR,29.000,20055.01,1.000,20656.66
5300000319,Z100,0,2000,false,ZAR,112.000,25662.24,1.000,26432.11
5300000320,Z100,0,4000,false,ZAR,33.000,9720.08,1.000,10011.68
5300000321,Z100,0,3000,false,ZAR,43.000,21783.10,1.000,22436.59
5300000322,Z100,0,4000,false,ZAR,58.000,19909.43,1.000,20506.71
5300000323,Z100,0,2000,false,ZAR,10.000,390356.06,1.000,402066.74
5300000324,Z100,0,4000,false,ZAR,41.000,57029.91,1.000,58740.81
5300000325,Z100,0,1000,false,ZAR,58.000,166810.31,1.000,171814.62
5300000326,Z100,0,1000,false,ZAR,8.000,19201.17,1.000,19777.21
5300000327,Z100,0,1000,false,ZAR,115.000,78573.90,1.000,80931.12
5300000328,Z100,0,3000,false,ZAR,139.000,297366.51,1.000,306287.51
5300000329,Z100,0,3000,false,ZAR,25.000,6393.58,1.000,6585.39
5300000330,Z100,0,4000,false,ZAR,27.000,16510.97,1.000,17006.30
5300000331,Z100,0,3000,false,ZAR,62.000,30390.80,1.000,31302.52
5300000332,Z100,0,4000,false,ZAR,149.000,484292.00,1.000,498820.76
5300000333,Z100,0,1000,false,ZAR,9.000,74662.69,1.000,76902.57
5300000334,Z100,0,1000,false,ZAR,140.000,415818.58,1.000,428293.14
5300000335,Z100,0,1000,false,ZAR,23.000,23404.45,1.000,24106.58
5300000336,Z100,0,4000,false,ZAR,233.000,140853.46,1.000,145079.06
5300000337,Z100,0,1000,false,ZAR,44.000,168767.02,1.000,173830.03
5300000338,Z100,0,3000,false,ZAR,43.000,238490.90,1.000,245645.63
5300000339,Z100,0,1000,false,ZAR,41.000,562485.47,1.000,579360.03
5300000340,Z100,0,1000,false,ZAR,122.000,106360.95,1.000,109551.78
5300000341,Z100,0,2000,false,ZAR,103.000,59603.47,1.000,61391.57
5300000342,Z100,0,4000,false,ZAR,28.000,114425.13,1.000,117857.88
5300000343,Z100,0,2000,false,ZAR,48.000,175991.57,1.000,181271.32
5300000344,Z100,0,3000,false,ZAR,57.000,16778.53,1.000,17281.89
5300000345,Z100,0,2000,false,ZAR,11.000,106349.46,1.000,109539.94
5300000346,Z100,0,4000,false,ZAR,93.000,318173.23,1.000,327718.43
5300000347,Z100,0,4000,false,ZAR,80.000,821299.23,1.000,845938.21
5300000348,Z100,0,4000,false,ZAR,39.000,167746.03,1.000,172778.41
5300000349,Z100,0,4000,false,ZAR,27.000,112294.98,1.000,115663.83
5300000350,Z100,0,2000,false,ZAR,40.000,82670.73,1.000,85150.85
5300000351,Z100,0,2000,false,ZAR,149.000,171743.49,1.000,176895.79
5300000352,Z100,0,1000,false,ZAR,78.000,76049.58,1.000,78331.07
5300000353,Z100,0,4000,false,ZAR,11.000,316072.95,1.000,325555.14
5300000354,Z100,0,4000,false,ZAR,47.000,139062.79,1.000,143234.67
5300000355,Z100,0,1000,false,ZAR,62.000,187683.60,1.000,193314.11
