id,po_id,material_id,quantity,unit_price,line_total,delivery_date,status
57,21,181,6.0,92130.22,552781.32,2026-08-03,DELIVERED
58,21,143,16.0,20548.06,328768.96,2026-08-24,DELIVERED
59,21,35,17.0,3860.22,65623.74,2026-07-16,DELIVERED
60,22,136,20.0,4026.38,80527.6,2026-02-04,DELIVERED
61,22,130,5.0,14236.3,71181.5,2026-02-07,DELIVERED
62,22,179,16.0,38625.7,618011.2,2026-02-20,DELIVERED
63,23,62,18.0,2487.87,44781.66,2026-01-14,DELIVERED
64,23,147,9.0,208973.55,1880761.95,2026-01-02,DELIVERED
65,23,117,2.0,20515.29,41030.58,2026-01-06,DELIVERED
66,24,212,5.0,7749.68,38748.4,2026-06-16,OPEN
67,24,217,19.0,36679.68,696913.92,2026-05-30,DELIVERED
68,24,206,18.0,7835.06,141031.08,2026-06-14,OPEN
69,25,116,13.0,117091.62,1522191.06,2026-07-04,DELIVERED
70,26,78,14.0,54240.43,759366.02,2026-07-13,DELIVERED
71,27,61,9.0,13227.23,119045.07,2026-07-21,DELIVERED
72,27,92,2.0,70793.02,141586.04,2026-06-16,OPEN
73,27,14,11.0,11411.65,125528.15,2026-07-07,DELIVERED
74,28,108,3.0,38705.33,116115.99,2026-06-13,DELIVERED
75,28,28,13.0,141027.78,1833361.14,2026-07-10,DELIVERED
76,29,96,5.0,23090.19,115450.95,2026-06-04,DELIVERED
77,30,198,13.0,64325.07,836225.91,2026-02-22,DELIVERED
78,31,136,4.0,4428.83,17715.32,2026-04-07,DELIVERED
79,32,204,17.0,74871.08,1272808.36,2026-03-10,DELIVERED
80,32,136,15.0,4482.29,67234.35,2026-03-13,DELIVERED
81,33,140,17.0,2924.74,49720.58,2026-10-31,DELIVERED
82,33,135,16.0,42182.11,674913.76,2026-09-24,OPEN
83,34,150,4.0,989.59,3958.36,2026-03-18,DELIVERED
84,34,68,6.0,2946.22,17677.32,2026-02-05,DELIVERED
85,35,81,17.0,33923.67,576702.39,2026-09-08,OPEN
86,35,142,14.0,69660.25,975243.5,2026-08-05,DELIVERED
87,35,78,6.0,53300.83,319804.98,2026-09-12,DELIVERED
88,36,191,1.0,29060.95,29060.95,2026-05-21,DELIVERED
89,36,6,8.0,19636.13,157089.04,2026-05-20,DELIVERED
90,36,144,19.0,74256.34,1410870.46,2026-05-12,DELIVERED
91,37,93,18.0,66282.51,1193085.18,2026-04-25,DELIVERED
92,37,60,2.0,14199.83,28399.66,2026-03-29,DELIVERED
93,38,141,11.0,8640.4,95044.4,2026-06-30,OPEN
94,38,196,4.0,4415.11,17660.44,2026-08-07,DELIVERED
95,39,123,2.0,21552.58,43105.16,2026-08-03,DELIVERED
96,39,171,20.0,6165.83,123316.6,2026-08-29,DELIVERED
97,39,121,1.0,42206.21,42206.21,2026-08-15,DELIVERED
98,40,78,3.0,57367.85,172103.55,2026-03-19,DELIVERED
99,41,69,8.0,1905.93,15247.44,2026-01-06,DELIVERED
100,41,94,11.0,7560.41,83164.51,2026-01-29,DELIVERED
101,41,134,2.0,52388.71,104777.42,2026-01-30,DELIVERED
102,42,189,10.0,68602.35,686023.5,2026-01-27,DELIVERED
103,43,62,8.0,2425.24,19401.92,2026-08-27,OPEN
104,44,12,9.0,15853.77,142683.93,2026-01-26,DELIVERED
105,44,61,10.0,15126.74,151267.4,2026-01-18,DELIVERED
106,44,45,20.0,35027.32,700546.4,2026-02-25,DELIVERED
107,45,141,12.0,7120.98,85451.76,2026-01-05,OPEN
108,45,26,8.0,329190.19,2633521.52,2026-01-25,DELIVERED
109,45,73,4.0,55841.35,223365.4,2026-01-21,OPEN
110,46,210,8.0,9273.86,74190.88,2026-09-25,OPEN
111,46,220,19.0,13322.98,253136.62,2026-09-25,OPEN
112,46,207,16.0,37278.03,596448.48,2026-08-20,DELIVERED
113,47,18,7.0,82165.15,575156.05,2026-06-08,OPEN
114,47,91,14.0,194.14,2717.96,2026-07-10,DELIVERED
115,47,149,11.0,35477.19,390249.09,2026-06-05,DELIVERED
116,48,217,19.0,43636.92,829101.48,2026-05-30,DELIVERED
117,49,184,12.0,46547.94,558575.28,2026-06-05,DELIVERED
118,50,37,12.0,65798.88,789586.56,2026-06-15,OPEN
119,50,162,9.0,1361.66,12254.94,2026-06-13,OPEN
120,50,109,12.0,5526.95,66323.4,2026-06-03,DELIVERED
121,51,18,5.0,94519.49,472597.45,2026-04-12,DELIVERED
122,52,85,18.0,92669.24,1668046.32,2026-08-22,OPEN
123,53,39,5.0,31250.03,156250.15,2026-03-13,OPEN
124,54,183,18.0,5384.88,96927.84,2026-07-30,DELIVERED
125,54,175,7.0,2052.24,14365.68,2026-08-04,DELIVERED
126,54,44,15.0,195567.27,2933509.05,2026-07-06,DELIVERED
127,55,170,20.0,29004.97,580099.4,2026-06-06,DELIVERED
128,55,136,5.0,4604.46,23022.3,2026-06-14,DELIVERED
129,55,133,14.0,115962.84,1623479.76,2026-06-01,DELIVERED
130,56,56,16.0,4302.27,68836.32,2026-07-14,DELIVERED
131,56,169,14.0,168470.14,2358581.96,2026-07-24,DELIVERED
132,56,52,16.0,81501.49,1304023.84,2026-07-28,DELIVERED
133,57,160,16.0,983.08,15729.28,2026-08-16,DELIVERED
134,57,95,15.0,2559.37,38390.55,2026-09-19,DELIVERED
135,57,173,7.0,19895.49,139268.43,2026-09-23,OPEN
136,58,193,11.0,2375.77,26133.47,2026-08-10,DELIVERED
137,59,126,8.0,4168.51,33348.08,2026-06-19,DELIVERED
138,59,187,13.0,20735.28,269558.64,2026-05-14,DELIVERED
139,60,44,2.0,189768.25,379536.5,2026-06-29,DELIVERED
140,60,16,3.0,9846.0,29538.0,2026-07-29,DELIVERED
141,60,181,13.0,88655.8,1152525.4,2026-08-06,DELIVERED
142,61,112,19.0,51205.67,972907.73,2026-01-22,OPEN
143,61,40,17.0,5459.61,92813.37,2026-01-24,OPEN
144,61,159,18.0,55849.81,1005296.58,2026-01-14,OPEN
145,62,19,7.0,143983.89,1007887.23,2026-02-24,OPEN
146,62,10,19.0,25674.44,487814.36,2026-02-01,DELIVERED
147,63,209,4.0,27382.52,109530.08,2026-08-26,DELIVERED
148,64,74,11.0,84805.28,932858.08,2026-07-04,DELIVERED
149,64,28,2.0,143478.76,286957.52,2026-08-16,DELIVERED
150,65,105,2.0,12135.03,24270.06,2026-02-15,DELIVERED
151,66,210,5.0,8895.5,44477.5,2026-04-05,DELIVERED
152,66,213,12.0,31326.29,375915.48,2026-05-03,DELIVERED
153,67,103,6.0,37390.85,224345.1,2026-08-08,DELIVERED
154,67,1,15.0,132204.17,1983062.55,2026-07-02,DELIVERED
155,68,54,14.0,730.91,10232.74,2026-02-24,OPEN
156,68,185,12.0,1022.28,12267.36,2026-03-22,OPEN
157,68,176,6.0,5789.16,34734.96,2026-03-17,DELIVERED
158,69,51,3.0,299473.26,898419.78,2026-03-10,DELIVERED
159,69,178,9.0,3590.0,32310.0,2026-03-13,DELIVERED
160,69,124,4.0,106617.76,426471.04,2026-02-17,DELIVERED
161,69,53,18.0,1201.93,21634.74,2026-02-02,DELIVERED
162,69,75,12.0,17615.78,211389.36,2026-02-01,DELIVERED
163,69,120,8.0,89566.62,716532.96,2026-03-18,DELIVERED
164,69,196,17.0,4767.51,81047.67,2026-02-19,DELIVERED
165,70,98,1.0,16002.31,16002.31,2026-07-09,OPEN
166,71,210,12.0,9406.27,112875.24,2026-11-12,DELIVERED
167,71,207,6.0,39274.26,235645.56,2026-11-04,DELIVERED
168,71,213,11.0,28997.87,318976.57,2026-10-16,DELIVERED
169,72,83,13.0,60852.71,791085.23,2026-09-09,DELIVERED
170,72,65,6.0,47984.19,287905.14,2026-09-11,DELIVERED
171,72,46,9.0,263372.93,2370356.37,2026-09-23,DELIVERED
172,72,187,14.0,23399.85,327597.9,2026-10-01,DELIVERED
173,72,196,12.0,4610.73,55328.76,2026-09-14,DELIVERED
174,73,145,18.0,77144.21,1388595.78,2026-08-22,DELIVERED
175,74,90,20.0,1264.69,25293.8,2026-06-09,OPEN
176,74,26,14.0,316217.36,4427043.04,2026-05-23,OPEN
177,74,17,2.0,10795.98,21591.96,2026-06-14,OPEN
178,75,202,14.0,131432.8,1840059.2,2026-06-20,DELIVERED
179,75,38,2.0,16022.82,32045.64,2026-06-22,DELIVERED
180,76,211,4.0,39087.56,156350.24,2026-07-18,OPEN
181,76,207,1.0,40311.9,40311.9,2026-07-26,DELIVERED
182,77,122,5.0,1717.53,8587.65,2026-01-29,OPEN
183,77,148,11.0,204322.02,2247542.22,2026-02-10,OPEN
184,77,23,2.0,17697.0,35394.0,2026-01-27,OPEN
185,77,44,14.0,174890.28,2448463.92,2026-02-04,OPEN
186,77,10,12.0,26739.07,320868.84,2026-01-13,DELIVERED
187,77,96,9.0,22485.64,202370.76,2026-02-15,DELIVERED
188,77,180,5.0,18898.8,94494.0,2026-01-05,OPEN
189,77,160,10.0,927.44,9274.4,2026-01-10,OPEN
190,77,110,6.0,3276.41,19658.46,2026-02-14,DELIVERED
191,78,151,11.0,20433.05,224763.55,2026-04-28,DELIVERED
192,79,38,20.0,16687.7,333754.0,2026-08-21,DELIVERED
193,79,118,16.0,29059.24,464947.84,2026-07-06,OPEN
194,79,37,15.0,66560.41,998406.15,2026-08-14,OPEN
195,80,206,7.0,6723.83,47066.81,2026-08-24,DELIVERED
196,80,219,1.0,35695.01,35695.01,2026-08-26,DELIVERED
197,80,220,13.0,13811.08,179544.04,2026-10-03,DELIVERED
198,80,220,10.0,13976.68,139766.8,2026-10-14,DELIVERED
199,80,209,10.0,27798.59,277985.9,2026-09-13,DELIVERED
200,80,212,19.0,9052.18,171991.42,2026-09-30,DELIVERED
201,80,211,9.0,39134.27,352208.43,2026-09-08,DELIVERED
202,80,216,11.0,30916.45,340080.95,2026-09-30,DELIVERED
203,80,210,3.0,9420.47,28261.41,2026-08-23,DELIVERED
204,80,208,7.0,10273.93,71917.51,2026-09-20,DELIVERED
205,80,219,5.0,31764.39,158821.95,2026-09-09,DELIVERED
206,80,214,8.0,16093.63,128749.04,2026-10-03,DELIVERED
207,81,13,5.0,26394.93,131974.65,2026-08-05,DELIVERED
208,81,42,1.0,15178.36,15178.36,2026-07-15,DELIVERED
209,81,137,14.0,20029.26,280409.64,2026-08-05,DELIVERED
210,82,207,7.0,42995.62,300969.34,2026-02-26,OPEN
211,83,143,20.0,20755.86,415117.2,2026-03-07,DELIVERED
212,83,37,12.0,69418.23,833018.76,2026-04-14,OPEN
213,83,118,4.0,34199.29,136797.16,2026-02-28,OPEN
214,84,181,20.0,95963.58,1919271.6,2026-01-28,DELIVERED
215,84,69,12.0,1772.03,21264.36,2026-01-22,DELIVERED
216,84,157,4.0,148400.49,593601.96,2026-01-25,OPEN
217,85,93,15.0,75792.85,1136892.75,2026-08-13,DELIVERED
218,85,77,17.0,58616.5,996480.5,2026-10-02,DELIVERED
219,85,45,4.0,31954.53,127818.12,2026-08-28,DELIVERED
220,86,76,5.0,12097.58,60487.9,2026-08-03,OPEN
221,86,185,18.0,1053.38,18960.84,2026-07-03,DELIVERED
222,86,20,12.0,52123.37,625480.44,2026-07-14,OPEN
223,87,193,14.0,2481.42,34739.88,2026-09-27,OPEN
224,87,148,1.0,207085.26,207085.26,2026-10-07,DELIVERED
225,88,19,2.0,146941.67,293883.34,2026-02-25,DELIVERED
226,88,69,4.0,1805.74,7222.96,2026-03-08,DELIVERED
227,89,51,19.0,299277.5,5686272.5,2026-09-26,DELIVERED
228,90,115,10.0,24825.63,248256.3,2026-02-26,OPEN
229,91,219,14.0,29772.43,416814.02,2026-03-12,DELIVERED
230,91,208,20.0,11020.24,220404.8,2026-03-12,DELIVERED
231,91,220,16.0,14403.93,230462.88,2026-03-15,DELIVERED
232,92,195,12.0,30007.66,360091.92,2026-04-29,OPEN
233,92,113,19.0,181085.47,3440623.93,2026-04-30,OPEN
234,92,90,5.0,1329.14,6645.7,2026-04-17,DELIVERED
235,93,59,4.0,64190.81,256763.24,2026-04-26,OPEN
236,94,110,5.0,3051.98,15259.9,2026-05-13,DELIVERED
237,95,58,8.0,29543.64,236349.12,2026-06-06,DELIVERED
238,95,129,7.0,262869.65,1840087.55,2026-05-16,OPEN
239,95,196,11.0,4711.29,51824.19,2026-04-29,OPEN
240,96,64,5.0,2774.38,13871.9,2026-10-15,OPEN
241,96,43,13.0,3370.26,43813.38,2026-10-01,DELIVERED
242,97,219,1.0,31907.64,31907.64,2026-08-26,OPEN
243,98,105,14.0,12753.04,178542.56,2026-07-12,DELIVERED
244,98,124,8.0,110478.21,883825.68,2026-07-12,OPEN
245,99,50,16.0,10131.86,162109.76,2026-05-17,DELIVERED
246,99,121,9.0,37670.92,339038.28,2026-04-29,DELIVERED
247,100,109,5.0,4962.76,24813.8,2025-12-28,DELIVERED
248,100,142,8.0,71193.26,569546.08,2026-01-10,DELIVERED
249,100,104,8.0,32108.8,256870.4,2026-01-20,DELIVERED
250,101,137,12.0,17521.52,210258.24,2026-06-01,DELIVERED
251,102,195,6.0,30110.22,180661.32,2026-06-20,DELIVERED
252,102,57,1.0,2393.76,2393.76,2026-06-01,OPEN
253,102,38,10.0,15308.36,153083.6,2026-05-28,OPEN
254,103,98,6.0,16246.98,97481.88,2026-07-29,DELIVERED
255,103,69,3.0,1930.55,5791.65,2026-08-04,DELIVERED
256,103,186,16.0,76842.76,1229484.16,2026-09-15,DELIVERED
257,104,208,6.0,9662.5,57975.0,2026-04-01,DELIVERED
258,105,188,15.0,62598.71,938980.65,2026-08-08,DELIVERED
259,105,194,11.0,107572.52,1183297.72,2026-07-05,DELIVERED
260,105,150,18.0,856.81,15422.58,2026-08-16,DELIVERED
261,106,112,20.0,46349.73,926994.6,2026-02-23,DELIVERED
262,106,55,17.0,310.39,5276.63,2026-03-17,DELIVERED
263,106,190,7.0,103544.36,724810.52,2026-03-01,DELIVERED
264,107,215,14.0,29087.98,407231.72,2026-06-25,DELIVERED
265,107,220,10.0,14955.27,149552.7,2026-06-14,DELIVERED
266,108,193,12.0,2434.26,29211.12,2026-06-08,DELIVERED
267,108,141,3.0,7169.81,21509.43,2026-05-21,DELIVERED
268,108,56,2.0,4979.14,9958.28,2026-06-07,DELIVERED
269,108,21,7.0,4814.48,33701.36,2026-04-28,DELIVERED
270,108,203,14.0,171201.24,2396817.36,2026-05-26,DELIVERED
271,108,74,11.0,84397.43,928371.73,2026-04-22,DELIVERED
272,108,137,17.0,19169.92,325888.64,2026-05-31,DELIVERED
273,108,16,11.0,8330.86,91639.46,2026-05-26,DELIVERED
274,108,204,15.0,85009.14,1275137.1,2026-04-17,DELIVERED
275,109,219,9.0,34608.6,311477.4,2026-11-01,DELIVERED
276,110,32,11.0,287844.05,3166284.55,2026-02-22,DELIVERED
277,111,79,19.0,56603.71,1075470.49,2026-01-24,DELIVERED
278,111,2,6.0,128561.03,771366.18,2026-01-15,DELIVERED
279,111,10,5.0,24832.67,124163.35,2025-12-22,DELIVERED
280,112,104,6.0,31627.79,189766.74,2026-09-18,DELIVERED
281,113,116,2.0,108621.83,217243.66,2026-02-11,OPEN
282,113,11,3.0,290867.07,872601.21,2026-03-05,DELIVERED
283,114,208,20.0,9274.62,185492.4,2026-03-16,DELIVERED
284,115,16,8.0,9803.87,78430.96,2026-05-30,DELIVERED
285,115,43,12.0,3223.12,38677.44,2026-05-22,OPEN
286,115,38,4.0,15160.77,60643.08,2026-07-01,OPEN
287,116,184,10.0,39016.67,390166.7,2026-03-16,OPEN
288,116,175,8.0,2174.89,17399.12,2026-03-02,DELIVERED
289,116,198,10.0,63171.73,631717.3,2026-03-24,OPEN
290,117,163,19.0,249273.99,4736205.81,2026-09-05,OPEN
291,117,105,3.0,13500.49,40501.47,2026-10-05,DELIVERED
292,117,40,1.0,5842.29,5842.29,2026-09-30,OPEN
293,118,11,15.0,348905.8,5233587.0,2026-09-12,DELIVERED
294,118,113,1.0,182644.76,182644.76,2026-09-21,OPEN
295,119,11,13.0,329042.56,4277553.28,2026-03-21,DELIVERED
296,120,97,6.0,16432.79,98596.74,2026-06-23,DELIVERED
297,120,6,11.0,20041.13,220452.43,2026-07-26,DELIVERED
298,120,5,10.0,19987.91,199879.1,2026-07-29,DELIVERED
299,120,2,7.0,141167.41,988171.87,2026-08-01,DELIVERED
300,120,89,1.0,8855.91,8855.91,2026-08-03,DELIVERED
301,120,157,5.0,146190.58,730952.9,2026-07-05,DELIVERED
302,120,172,15.0,74737.9,1121068.5,2026-07-07,DELIVERED
303,120,193,1.0,2737.32,2737.32,2026-07-31,DELIVERED
304,120,34,19.0,36212.01,688028.19,2026-06-22,DELIVERED
305,120,158,8.0,9496.06,75968.48,2026-07-04,DELIVERED
306,121,101,5.0,1513.89,7569.45,2026-07-20,DELIVERED
307,121,124,20.0,113467.74,2269354.8,2026-07-24,DELIVERED
308,121,83,4.0,62968.94,251875.76,2026-09-08,DELIVERED
309,122,2,17.0,133732.85,2273458.45,2026-05-23,DELIVERED
310,122,13,13.0,25113.64,326477.32,2026-04-25,DELIVERED
311,122,177,14.0,8476.65,118673.1,2026-04-12,OPEN
312,123,79,12.0,59513.11,714157.32,2026-04-13,OPEN
313,123,27,4.0,2499.94,9999.76,2026-03-29,OPEN
314,124,129,11.0,262693.13,2889624.43,2026-02-15,DELIVERED
315,125,38,3.0,16585.78,49757.34,2026-09-05,DELIVERED
316,125,159,8.0,57635.59,461084.72,2026-08-19,DELIVERED
317,126,93,10.0,74635.96,746359.6,2026-09-10,DELIVERED
318,126,178,13.0,3693.98,48021.74,2026-09-16,DELIVERED
319,126,81,19.0,37603.56,714467.64,2026-08-15,DELIVERED
320,127,212,2.0,8774.11,17548.22,2026-03-29,DELIVERED
321,127,213,16.0,28628.89,458062.24,2026-03-27,DELIVERED
322,127,207,5.0,44028.57,220142.85,2026-04-29,DELIVERED
323,128,157,17.0,159916.01,2718572.17,2026-01-04,OPEN
324,129,112,8.0,57423.99,459391.92,2026-07-30,DELIVERED
325,130,208,8.0,8852.72,70821.76,2026-05-11,OPEN
326,131,134,10.0,57777.28,577772.8,2026-08-12,OPEN
327,131,84,14.0,86313.09,1208383.26,2026-07-15,DELIVERED
328,131,95,18.0,2470.87,44475.66,2026-08-01,DELIVERED
329,132,12,11.0,16561.47,182176.17,2026-02-10,DELIVERED
330,133,25,4.0,1124.86,4499.44,2026-06-30,OPEN
331,134,108,19.0,40391.62,767440.78,2026-02-04,OPEN
332,135,128,13.0,7398.02,96174.26,2026-07-17,DELIVERED
333,135,110,3.0,3007.63,9022.89,2026-07-02,DELIVERED
334,135,128,8.0,7373.18,58985.44,2026-05-29,DELIVERED
335,136,220,4.0,12388.77,49555.08,2026-10-15,DELIVERED
336,136,211,1.0,35859.28,35859.28,2026-11-01,OPEN
337,136,218,19.0,17460.76,331754.44,2026-11-13,OPEN
338,137,190,19.0,105354.6,2001737.4,2026-04-15,OPEN
339,137,54,3.0,670.42,2011.26,2026-05-06,OPEN
340,138,62,14.0,2261.87,31666.18,2026-04-13,DELIVERED
341,139,127,18.0,47205.7,849702.6,2026-06-06,DELIVERED
342,140,74,4.0,74312.55,297250.2,2026-08-12,DELIVERED
343,140,3,19.0,35206.99,668932.81,2026-08-13,DELIVERED
344,141,58,4.0,32682.16,130728.64,2026-07-05,DELIVERED
345,142,115,8.0,24898.58,199188.64,2026-03-14,DELIVERED
346,142,18,9.0,88175.66,793580.94,2026-02-13,DELIVERED
347,142,105,4.0,12754.06,51016.24,2026-03-04,OPEN
348,143,59,3.0,57564.5,172693.5,2026-02-03,DELIVERED
349,144,102,16.0,167998.63,2687978.08,2026-08-19,DELIVERED
350,144,53,13.0,1106.41,14383.33,2026-07-18,OPEN
351,144,9,20.0,92078.11,1841562.2,2026-07-15,OPEN
352,145,170,13.0,29419.78,382457.14,2026-08-30,DELIVERED
353,146,211,7.0,38210.12,267470.84,2026-08-29,DELIVERED
354,146,210,16.0,8775.95,140415.2,2026-09-01,DELIVERED
355,146,207,6.0,44026.95,264161.7,2026-08-03,DELIVERED
356,147,157,15.0,173785.68,2606785.2,2026-05-30,DELIVERED
357,147,165,5.0,11337.84,56689.2,2026-05-11,DELIVERED
358,148,43,16.0,2877.69,46043.04,2026-10-11,OPEN
359,149,19,19.0,125641.5,2387188.5,2026-04-21,OPEN
360,150,128,18.0,7613.37,137040.66,2026-02-21,DELIVERED
361,150,53,1.0,1122.48,1122.48,2026-03-18,OPEN
362,151,167,14.0,32398.0,453572.0,2026-06-02,DELIVERED
363,151,95,3.0,2560.67,7682.01,2026-05-06,DELIVERED
364,151,103,11.0,35481.89,390300.79,2026-04-26,DELIVERED
365,152,8,8.0,16034.16,128273.28,2026-06-15,DELIVERED
366,152,45,9.0,32597.43,293376.87,2026-07-01,DELIVERED
367,153,210,3.0,8693.41,26080.23,2026-02-26,OPEN
368,153,207,14.0,39833.52,557669.28,2026-03-31,DELIVERED
369,153,218,10.0,14828.0,148280.0,2026-03-11,DELIVERED
370,154,198,14.0,67154.04,940156.56,2026-03-20,DELIVERED
371,154,17,8.0,10689.67,85517.36,2026-03-20,OPEN
372,155,52,11.0,91435.62,1005791.82,2026-06-12,DELIVERED
373,155,183,5.0,5444.34,27221.7,2026-06-10,DELIVERED
374,156,203,4.0,157179.43,628717.72,2026-02-11,DELIVERED
375,156,150,15.0,866.53,12997.95,2026-02-02,DELIVERED
376,157,44,16.0,192885.76,3086172.16,2026-03-18,DELIVERED
377,157,125,13.0,16055.8,208725.4,2026-03-17,OPEN
378,157,130,2.0,16222.02,32444.04,2026-03-25,DELIVERED
379,158,211,11.0,39094.99,430044.89,2026-05-20,DELIVERED
380,158,219,16.0,35674.34,570789.44,2026-05-14,DELIVERED
381,159,58,13.0,29786.94,387230.22,2026-08-18,DELIVERED
382,160,219,14.0,31192.79,436699.06,2026-05-07,DELIVERED
383,160,216,17.0,25639.81,435876.77,2026-06-10,DELIVERED
384,161,211,3.0,40539.13,121617.39,2026-09-16,OPEN
385,161,215,7.0,31892.51,223247.57,2026-10-20,DELIVERED
386,161,211,14.0,39550.91,553712.74,2026-09-09,DELIVERED
387,162,158,4.0,11339.88,45359.52,2026-04-16,DELIVERED
388,162,46,1.0,299449.92,299449.92,2026-04-10,DELIVERED
389,162,65,8.0,44381.19,355049.52,2026-03-31,DELIVERED
390,163,213,8.0,30039.72,240317.76,2026-07-05,DELIVERED
391,163,209,13.0,30558.34,397258.42,2026-07-11,DELIVERED
392,163,217,19.0,38129.76,724465.44,2026-07-08,OPEN
393,164,126,19.0,4460.11,84742.09,2026-02-25,OPEN
394,164,121,15.0,40410.88,606163.2,2026-01-16,OPEN
395,165,23,10.0,18291.26,182912.6,2026-04-14,DELIVERED
396,166,81,9.0,34260.58,308345.22,2026-04-21,OPEN
397,166,128,10.0,7112.53,71125.3,2026-06-01,DELIVERED
398,166,36,12.0,141893.3,1702719.6,2026-05-27,DELIVERED
399,166,12,8.0,15055.23,120441.84,2026-05-07,DELIVERED
400,166,183,11.0,5832.39,64156.29,2026-04-26,DELIVERED
401,167,35,16.0,4035.1,64561.6,2026-06-10,OPEN
402,167,177,10.0,8709.84,87098.4,2026-06-14,OPEN
403,167,190,16.0,106154.59,1698473.44,2026-05-11,DELIVERED
404,168,209,5.0,30427.41,152137.05,2026-02-13,DELIVERED
405,169,212,1.0,9022.98,9022.98,2026-08-23,DELIVERED
406,169,207,5.0,39627.01,198135.05,2026-10-04,DELIVERED
407,169,220,4.0,13286.77,53147.08,2026-08-23,DELIVERED
408,170,50,15.0,10778.72,161680.8,2026-05-28,DELIVERED
409,170,66,6.0,158775.13,952650.78,2026-04-17,DELIVERED
410,170,121,9.0,38668.7,348018.3,2026-05-10,DELIVERED
411,171,216,17.0,28120.08,478041.36,2026-10-23,DELIVERED
412,172,1,20.0,131539.76,2630795.2,2026-09-25,DELIVERED
413,172,87,12.0,56951.01,683412.12,2026-09-24,DELIVERED
414,173,6,2.0,19254.97,38509.94,2026-08-28,DELIVERED
